"","Category","Fuel_type","Fuel_subtype","Country","ISO2","ISO3","UN","City_state_or_province","mbl_country","mbl_city_region","Start","End","Sources_and_more_info","Sources_2","Sources_3","Policy","Sources_and_more_info_hyperlinks","Column1","a","b","MBL_Class_Moratorium","MBL_Class_Ban","MBL_Class_Partial_Ban","MBL_Class_Limitation","MBL_Type_Oil","MBL_Type_Gas","MBL_Type_Coal","MBL_Type_Offshore","MBL_Type_Oil_Gas","MBL_Type_Oil_Gas_Coal","MBL_Type_Coal_Gas","MBL_Type_All","MBL_Type_Ore","Date","date"
"128","Limitation","Coal","Coal","Cambodia","KH","KHM",116,"Sihanouk Preah",0,1,2021,NA,"https://vodenglish.news/authorities-close-coal-ash-plant-that-coated-community-in-dust/",NA,NA,1,"Link","Link",1,2,1,0,0,2,1,0,2,0,0,0,0,0,0,2021-01-01,2021-01-01
"129","Moratorium","Coal","Coal","Philippines","PH","PHL",608,"Subic",0,1,2021,NA,"https://business.inquirer.net/322012/cancellation-of-meralcos-coal-power-plant-in-subic-a-victory-for-clean-energy-eco-groups",NA,NA,1,"Link","Link",3,3,6,0,0,0,0,0,6,0,0,0,0,0,0,2021-01-01,2021-01-01
"130","Moratorium","Gas","Shale","Australia","AU","AUS",36,"Tasmania",0,1,2015,"2020","http://dpipwe.tas.gov.au/Documents/Tasmanian%20Fracking%20Policy%20Statement_26-2-15.pdf","http://www.abc.net.au/news/2015-02-26/fracking-banned-for-five-years-by-tasmanian-government/6265378",NA,1,"Link","Link",0,8,5,2,1,0,0,6,1,0,1,0,0,0,0,2015-01-01,2015-01-01
"131","Ban","Gas","Shale","United States of America","US","USA",840,"Texas",0,1,2013,"2015","https://www.rt.com/us/dallas-passes-fracking-restrictions-178/","http://www.dallasobserver.com/news/texas-house-votes-to-ban-banning-fracking-7182177",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2013-01-01,2013-01-01
"132","Ban","Gas","Shale","United States of America","US","USA",840,"Texas",0,1,2014,"2015","https://www.theguardian.com/environment/2014/dec/02/denton-texas-fracking-ban-oil","https://www.theguardian.com/environment/2015/may/22/denton-texas-banned-fracking-",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2014-01-01,2014-01-01
"133","Ban","Gas","Shale","United States of America","US","USA",840,"Turtle Mt Band Chippewa",0,1,2016,"ongoing","https://indiancountrymedianetwork.com/news/turtle-mountain-tribal-council-bans-fracking/","http://www.yesmagazine.org/planet/in-north-dakotas-booming-oil-patch-one-tribe-beat-back-fracking-20160121",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2016-01-01,2016-01-01
"134","Ban","Gas","Shale","Ireland","IE","IRL",372,"Ulster",0,1,2012,"ongoing","https://www.thejournal.ie/donegal-and-sligo-become-latest-local-authorities-to-ban-fracking-329929-Jan2012/","https://goodenergiesalliance.com/fracking-areas/local-authorities-say-no-to-fracking/","http://www.bbc.com/news/business-23069499",1,"Link","Link",1,4,0,5,0,0,0,4,0,0,0,0,0,0,0,2012-01-01,2012-01-01
"135","Ban","Gas","Shale","United States of America","US","USA",840,"Vermont",0,1,2012,"ongoing","https://www.reuters.com/article/us-us-fracking-vermont/vermont-poised-to-be-first-state-to-outlaw-fracking-idusBRE84718720120508","https://www.nrdc.org/experts/kate-sinding/vermont-becomes-first-state-ban-fracking",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2012-01-01,2012-01-01
"136","Moratorium","Gas","Shale","Australia","AU","AUS",36,"Victoria",0,1,2017,"2020","https://www.hydrocarbons-technology.com/news/newsaustralian-state-victoria-passes-fracking-ban-bill-5757218/","http://www.abc.net.au/news/2016-08-30/victoria-to-ban-csg-fracking-and-unconventional-gas-exploration/7796944",NA,1,"Link","Link",0,8,5,2,1,0,0,6,1,0,1,0,0,0,0,2017-01-01,2017-01-01
"137","Moratorium","Oil & Gas",NA,"Australia","AU","AUS",36,"Victoria",0,1,2017,"2021","https://theconversation.com/victoria-quietly-lifted-its-gas-exploration-pause-but-banned-fracking-for-good-its-bad-news-for-the-climate-133923","https://reneweconomy.com.au/victoria-lifts-moratorium-on-onshore-gas-but-permanently-bans-fracking-91726/",NA,1,"Link","Link",0,8,5,2,1,0,0,6,1,0,1,0,0,0,0,2017-01-01,2017-01-01
"138","Ban","Gas","Shale","Australia","AU","AUS",36,"Victoria",0,1,2021,"ongoing","http://classic.austlii.edu.au/au/legis/vic/num_act/caba20218o2021389/notes.html","https://reneweconomy.com.au/victoria-lifts-moratorium-on-onshore-gas-but-permanently-bans-fracking-91726/",NA,1,"Link","Link",0,8,5,2,1,0,0,6,1,0,1,0,0,0,0,2021-01-01,2021-01-01
"139","Ban","Gas","Shale","United States of America","US","USA",840,"Virginia",0,1,2017,"ongoing","https://www.newsleader.com/story/news/local/2017/02/23/augusta-first-county-va-ban-fracking/98304310/","https://marcellusdrilling.com/2017/02/augusta-county-va-votes-to-illegally-ban-fracking/","https://www.southernenvironment.org/news-and-press/news-feed/augusta-county-first-in-virginia-to-prohibit-fracking",1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2017-01-01,2017-01-01
"140","Ban","Gas","Shale","United States of America","US","USA",840,"Virginia",0,1,2017,"ongoing","http://www.richmond.com/news/virginia/richmond-county-becomes-second-locality-in-state-to-ban-fracking/article_06e7b739-ec18-5647-ae68-4426068e4cab.html","https://www.riverfriends.org/richmond-county-fracking/",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2017-01-01,2017-01-01
"141","Moratorium","Gas","Shale","United Kingdom","GB","GBR",826,"Wales",0,1,2015,"ongoing","http://www.bbc.com/news/United-Kingdom-wales-politics-41489253","https://www.walesonline.co.United Kingdom/news/news-opinion/your-fracking-facts-face-consequences-10896279","http://www.assembly.wales/research%20documents/15-013%20-%20gas/15-013.pdf",1,"Link","Link",2,4,3,3,0,0,1,4,1,0,0,0,0,0,0,2015-01-01,2015-01-01
"142","Ban","All",NA,"United States of America","US","USA",840,"Washington",0,1,2019,"2019","https://www.sightline.org/2019/01/28/king-county-council-approves-moratorium-fossil-fuel-expansion/",NA,NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2019-01-01,2019-01-01
"143","Ban","Gas","Shale","United States of America","US","USA",840,"West Virginia",0,1,2011,"ongoing","https://www.foodandwaterwatch.org/sites/default/files/frack_actions_lewisburgwv.pdf","http://lewisburg-wv.com/wp-content/uploads/2017/05/Lewisburg-WV-2017-America-In-Bloom-Community-Profile.pdf",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2011-01-01,2011-01-01
"144","Moratorium","Gas","Shale","Australia","AU","AUS",36,"Western Australia",0,1,2017,"2018","https://www.reuters.com/article/us-australia-gas-fracking/western-australia-halts-hydraulic-fracturing-to-probe-risks-idusKCN1BG16F","https://thewest.com.au/business/oil-gas/nt-lifts-fracking-ban-but-vows-rules-will-be-strict-ng-b88808774","https://www.theguardian.com/environment/2018/nov/27/wa-government-lifts-statewide-fracking-ban",1,"Link","Link",0,8,5,2,1,0,0,6,1,0,1,0,0,0,0,2017-01-01,2017-01-01
"145","Ban","Gas","Shale","Canada","CA","CAN",124,"Yukon",0,1,2017,"ongoing","http://www.cbc.ca/news/canada/north/yUnited Kingdomon-oil-gas-request-postings-cancelled-1.4417211","http://www.cbc.ca/news/canada/north/northern-cross-sues-yUnited Kingdomon-fracking-moratorium-1.4061685","http://www.nrcan.gc.ca/energy/sources/shale-tight-resources/17719",1,"Link","Link",2,9,7,2,0,1,3,5,1,1,0,0,0,0,0,2017-01-01,2017-01-01
"146","Ban","Oil","Leaded gasoline","Algeria","DZ","DZA",12,"Algeria (National)",1,0,2021,"ongoing","https://qz.com/africa/2053227/leaded-gasoline-is-now-banned-everywhere-on-earth/",NA,NA,1,"Link","Link",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2021-01-01,2021-01-01
"147","Ban","Oil","Offshore","Belize","BZ","BLZ",84,"Belize (National)",1,0,2017,"ongoing","http://oceana.org/press-center/press-releases/belize-makes-history-introducing-offshore-oil-moratorium-legislation","https://www.kallanishenergy.com/2018/01/12/belize-adopts-offshore-drilling-moratorium/","https://www.theguardian.com/travel/2018/jan/14/belize-bans-oil-activity-to-protect-reef-diving-tourism-belize-barrier-reef",1,"Link","Link",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017-01-01,2017-01-01
"148","Ban","Gas","Shale","Bulgaria","BG","BGR",100,"Bulgaria (National)",1,0,2012,"ongoing","https://www.theguardian.com/world/2012/feb/14/bulgaria-bans-shale-gas-exploration","http://www.bbc.com/news/world-europe-16626580","https://www.eia.gov/analysis/studies/worldshalegas/pdf/Eastern_Europe_BULGARIA_ROMANIA_United KingdomRAINE_2013.pdf",1,"Link","Link",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2012-01-01,2012-01-01
"149","Moratorium","Coal",NA,"Cambodia","KH","KHM",116,"Cambodia (National)",1,0,2021,NA,"https://www.khmertimeskh.com/50962220/cambodia-bans-new-coal-fired-power-plant-development-project/",NA,NA,1,"Link","Link",1,2,1,0,0,2,1,0,2,0,0,0,0,0,0,2021-01-01,2021-01-01
"150","Limitation","Coal","Coal","Canada","CA","CAN",124,"Canada (National)",1,0,2019,"2030","https://climate-laws.org/geographies/canada/laws/impact-assessment-act",NA,NA,1,"Link","Link",2,9,7,2,0,1,3,5,1,1,0,0,0,0,0,2019-01-01,2019-01-01
"151","Moratorium","Ore","Coal","China","CN","CHN",156,"China (National)",1,0,2016,"2020","https://unearthed.greenpeace.org/2017/05/16/china-coal-overcapacity-policy-hits-provinces/","https://unearthed.greenpeace.org/2016/07/13/china-keeps-building-coal-plants-despite-new-overcapacity-policy/","http://www.chinadaily.com.cn/bizchina/2016-12/31/content_27832007.htm",1,"Link","Link",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2016-01-01,2016-01-01
"152","Moratorium","All",NA,"Costa Rica","CR","CRI",188,"Costa Rica (National)",1,0,2011,"2021","http://qcostarica.com/costa-rica-extends-to-2021-moratorium-on-oil-exploration/","http://www.ticotimes.net/2014/07/28/costa-rica-extends-ban-on-petroleum-extraction","https://www.iea.org/statistics/statisticssearch/report/?year=2015&country=COSTARICA&product=Balances",1,"Link","Link",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2011-01-01,2011-01-01
"153","Moratorium","Gas","Shale","Czech Republic","CZ","CZE",203,"Czech Republic (National)",1,0,2012,"2014","http://aei.pitt.edu/58010/1/shale_gas_in_bulgaria_the_czech_republic_and_romania_net_0.pdf","http://visegradplus.org/visepedia-archive/osw-shale-gas-bulgaria-czech-republic-romania-political-context-legal-status-outlook/","https://www.indexmundi.com/energy/?country=cz&product=gas&graph=reserves",1,"Link","Link",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2012-01-01,2012-01-01
"154","Ban","All",NA,"Denmark","DK","DNK",208,"Denmark (National)",1,0,2018,"ongoing","https://presse.ens.dk/news/regeringen-lukker-for-efterforskning-og-boring-efter-olie-og-gas-paa-land-i-danmark-295546","https://stateofgreen.com/en/partners/state-of-green/news/the-danish-government-ends-oil-and-gas-exploration-and-drilling-on-land/",NA,1,"Link","Link",2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,2018-01-01,2018-01-01
"155","Limitation","Oil & Coal","Heating","Denmark","DK","DNK",208,"Denmark (National)",1,0,2016,"2030","https://climate-laws.org/geographies/denmark/policies/the-danish-climate-policy-plan",NA,NA,1,"Link","Link",2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,2016-01-01,2016-01-01
"156","Ban","Ore","Ore","El Salvador","SV","SLV",222,"El Salvador (National)",1,0,2017,"ongoing","https://www.theguardian.com/global-development/2017/mar/30/el-salvador-makes-history-first-nation-to-impose-blanket-ban-on-metal-mining","https://www.telesurtv.net/english/news/El-Salvador-Approves-Historic-Ban-on-Mining-Projects-20170329-0032.html","https://minerals.usgs.gov/minerals/pubs/country/2001/camermyb01r.pdf",1,"Link","Link",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017-01-01,2017-01-01
"157","Ban","Coal","Coal","Finland","FI","FIN",246,"Finland (National)",1,0,2029,NA,"https://climate-laws.org/geographies/finland/laws/law-416-2019-banning-the-use-of-coal-for-energy-purposes",NA,NA,1,"Link","Link",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2029-01-01,2029-01-01
"158","Ban","Gas","Shale","France","FR","FRA",250,"France (National)",1,0,2011,"ongoing","http://www.lemonde.fr/planete/article/2011/06/30/gaz-de-schiste-le-parlement-interdit-l-utilisation-de-la-fracturation-hydraulique_1543252_3244.html","https://www.eia.gov/analysis/studies/worldshalegas/pdf/Northern_Western_Europe_2013.pdf","https://www.theguardian.com/environment/2013/oct/11/france-fracking-ban-shale-gas",1,"Link","Link",2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2011-01-01,2011-01-01
"159","Ban","All",NA,"France","FR","FRA",250,"France (National)",1,0,2017,"ongoing","https://www.gouvernement.fr/projet-loi-hydrocarbures-France-premier-pays-interdit-exploitation-des-hydrocarbures","https://www.theguardian.com/environment/2017/dec/20/france-bans-fracking-and-oil-extraction-in-all-of-its-territories","https://www.petro-online.com/news/measurement-and-testing/14/breaking-news/what-led-to-france39s-oil-and-gas-ban/44854",1,"Link","Link",2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2017-01-01,2017-01-01
"160","Moratorium","Gas","Shale","Germany","DE","DEU",276,"Germany (National)",1,0,2016,"2021","https://www.tandfonline.com/doi/full/10.1080/02646811.2017.1318571#_i4","https://www.bundesregierung.de/Content/EN/StatischeSeiten/Schwerpunkte/Nachhaltigkeit/2016-07-08-fracking-gesetz_en.html","https://www.eia.gov/analysis/studies/worldshalegas/",1,"Link","Link",2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2016-01-01,2016-01-01
"161","Ban","Coal","Coal","Germany","DE","DEU",276,"Germany (National)",1,0,2038,NA,"https://climate-laws.org/geographies/germany/laws/law-on-the-reduction-and-termination-of-coal-fired-power-generation-and-the-amendment-of-further-laws-kohleausstiegsgesetz",NA,NA,1,"Link","Link",2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2038-01-01,2038-01-01
"162","Moratorium",NA,"Coal","Indonesia","ID","IDN",360,"Indonesia (National)",1,0,2040,NA,"https://ukcop26.org/global-coal-to-clean-power-transition-statement/",NA,NA,1,"Link","Link",5,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040-01-01,2040-01-01
"163","Ban",NA,"Oil","Indonesia","ID","IDN",360,"Indonesia (National)",1,0,2021,NA,"https://www.reuters.com/article/indonesia-mining/indonesia-court-ruling-on-mining-law-wont-deter-companies-extending-licences-miners-group-idUSL4N2RS27A",NA,NA,1,"Link","Link",5,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-01,2021-01-01
"164","Ban","Coal","Coal (Exports)","Indonesia","ID","IDN",360,"Indonesia (National)",1,NA,NA,NA,"https://thediplomat.com/2022/01/indonesia-bans-coal-exports-to-head-off-blackouts/",NA,NA,NA,"0",NA,5,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Ban","Gas/Oil","Offshore","Ireland","IE","IRL",372,"Ireland (National)",1,0,2017,"ongoing","https://www.irishtimes.com/news/environment/state-set-to-ban-onshore-fracking-after-bill-passes-in-seanad-1.3137045","https://www.irishexaminer.com/breakingnews/business/dail-offshore-ban-vote-raises-ire-of-oil-industry-827209.html","https://www.irishtimes.com/business/oil-exploration-to-be-banned-in-irish-waters-and-gas-to-be-phased-out-1.4117284",1,"Link","Link",1,4,0,5,0,0,0,4,0,0,0,0,0,0,0,2017-01-01,2017-01-01
"166","Ban","Gas","Shale","Luxembourg","LU","LUX",442,"Luxembourg (National)",1,0,2013,"ongoing","https://luxtimes.lu/archives/23819-no-fracking-of-shale-gas-in-luxembourg","http://www.fracrisk.eu/countries/luxembourg/current-shale-gas-activity-luxembourg",NA,1,"Link","Link",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013-01-01,2013-01-01
"167","Limitation","Coal","Coal","Mauritius","MU","MUS",480,"Mauritius (National)",1,0,2021,NA,"https://www.euractiv.com/section/energy/news/cop26-190-nations-regions-and-organisations-commit-to-major-coal-power-and-financing-phase-outs/",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-01-01,2021-01-01
"168","Ban","Gas","Shale","Netherlands","NL","NLD",528,"Netherlands (National)",1,0,2015,"ongoing","https://www.dutchnews.nl/news/2018/02/dutch-minister-confirms-ban-on-drilling-shale-gas-not-an-option/","https://hcss.nl/sites/default/files/files/reports/Shale_Gas_webversieSC.pdf",NA,1,"Link","Link",2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,2015-01-01,2015-01-01
"169","Ban","Coal","Coal","Netherlands","NL","NLD",528,"Netherlands (National)",1,0,2019,"2030","https://climate-laws.org/geographies/netherlands/laws/law-prohibiting-coal-in-electricity-production",NA,NA,1,"Link","Link",2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,2019-01-01,2019-01-01
"170","Ban","Oil","Offshore","New Zealand","NZ","NZL",554,"New Zealand (National)",1,0,2018,"ongoing","http://gisborneherald.co.nz/localnews/3322337-135/moratorium-on-further-offshore-oil-exploration","https://www.theguardian.com/world/2018/apr/12/new-zealand-bans-all-new-offshore-oil-exploration-as-part-of-carbon-neutral-future",NA,1,"Link","Link",1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2018-01-01,2018-01-01
"171","Limitation","Coal","Coal","North Macedonia, Republic of","MK","MKD",NA,"North Macedonia, Republic of (National)",1,0,2020,"2025","https://climate-laws.org/geographies/north-macedonia-republic-of-north-macedonia/policies/energy-development-strategy-until-2040",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2020-01-01,2020-01-01
"172","Ban","Coal","Coal","Pakistan","PK","PAK",586,"Pakistan (National)",1,0,2020,"ongoing","https://www.climatechangenews.com/2020/12/16/pakistan-signals-coal-power-exit-potential-model-chinas-belt-road/",NA,NA,1,"Link","Link",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2020-01-01,2020-01-01
"173","Moratorium","Coal","Coal","Philippines","PH","PHL",608,"Philippines (National)",1,0,2020,"ongoing","https://www.climatechangenews.com/2020/10/28/philippines-declares-moratorium-new-coal-power-plants/",NA,NA,1,"Link","Link",3,3,6,0,0,0,0,0,6,0,0,0,0,0,0,2020-01-01,2020-01-01
"174","Moratorium","Coal","Coal","Philippines","PH","PHL",608,"Philippines (National)",1,0,2020,"ongoing","https://www.climatechangenews.com/2020/10/28/philippines-declares-moratorium-new-coal-power-plants/","https://www.doe.gov.ph/press-releases/doe-sec-cusi-declares-moratorium-endorsements-greenfield-coal-power-plants",NA,1,"Link","Link",3,3,6,0,0,0,0,0,6,0,0,0,0,0,0,2020-01-01,2020-01-01
"175","Limitation","Coal","Coal","Poland","PL","POL",616,"Poland (National)",1,0,2021,"2040","https://climate-laws.org/geographies/poland/policies/energy-policy-of-poland-until-2030-and-2040-pep-2030-and-pep-2040",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-01-01,2021-01-01
"176","Moratorium","Oil","Petrol Vehicles","Singapore","SG","SGP",702,"Singapore (National)",1,0,2040,NA,"https://www.reuters.com/article/us-singapore-economy-budget-autos-idUSKBN20C15D",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2040-01-01,2040-01-01
"177","Moratorium","Coal",NA,"Singapore","SG","SGP",702,"Singapore (National)",1,0,2030,NA,"https://ukcop26.org/global-coal-to-clean-power-transition-statement/",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2030-01-01,2030-01-01
"178","Moratorium","Coal",NA,"Singapore","SG","SGP",702,"Singapore (National)",1,0,2050,NA,"https://www.straitstimes.com/world/singapore-pledges-to-phase-out-unabated-coal-in-electricity-mix-by-2050",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,2050-01-01,2050-01-01
"179","Moratorium","Coal",NA,"Singapore","SG","SGP",702,"Singapore (National)",1,0,NA,NA,"https://www.cnbc.com/amp/2021/11/04/seo-cop26-165-countries-pledge-to-phase-out-coal.html",NA,NA,1,"Link","Link",4,0,4,0,0,0,1,0,3,0,0,0,0,0,0,NA,NA
"180","Limitation","Coal","Coal","Slovakia","SK","SVK",703,"Slovakia (National)",1,0,2019,"2030","https://climate-laws.org/geographies/slovakia/policies/greener-slovakia-strategy-of-the-environmental-policy-of-the-slovak-republic-until-2030",NA,NA,1,"Link","Link",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2019-01-01,2019-01-01
"181","Moratorium","Gas","Shale","South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2011,"2012","https://www.alternet.org/fracking/south-africa-lifts-fracking-moratorium-citizens-alarmed-us-fracking-examples","https://www.sourcewatch.org/index.php/South_Africa_and_fracking","https://www.indexmundi.com/energy/?country=nz&product=oil&graph=production",1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2011-01-01,2011-01-01
"182","Moratorium","Oil & Gas",NA,"South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2018,"2018","https://www.petroleum-economist.com/articles/politics-economics/africa/2018/south-africa-imposes-licensing-restrictions","https://m.miningweekly.com/article/mantashe-lifts-moratorium-on-oil-gas-applications-to-kickstart-exploration-2018-11-29/rep_id:3861",NA,1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2018-01-01,2018-01-01
"183","Moratorium","Oil & Gas","Oil and gas","South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2018,NA,"https://www.reuters.com/article/ozabs-uk-safrica-energy-idAFKCN1NY0Q0-OZABS",NA,NA,1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2018-01-01,2018-01-01
"184","Limitation","Coal","Coal","South Africa","ZA","ZAF",710,"South Africa (National)",1,0,2020,NA,"https://www.hellenicshippingnews.com/as-all-of-the-global-coal-giants-exit-south-africa-eskom-to-depend-on-two-miners-for-70-of-its-supply/",NA,NA,1,"Link","Link",4,3,4,1,0,2,0,2,3,0,2,0,0,0,0,2020-01-01,2020-01-01
"185","Moratorium","Gas & Coal","Gas & Coal","Thailand","TH","THA",764,"Thailand (National)",1,0,2031,NA,"https://www.egat.co.th/en/images/about-egat/PDP2015_Eng.pdf",NA,NA,1,"Link","Link",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2031-01-01,2031-01-01
"186","Moratorium","Gas","Shale","United Kingdom","GB","GBR",826,"United Kingdom (Supra-National)",1,0,2011,"2012","https://www.dlapiper.com/en/canada/insights/publications/2012/12/british-government-lifts-yearold-fracking-morato__/","https://www.wsj.com/articles/u-k-region-approves-first-fracking-permit-since-2011-1464029474",NA,1,"Link","Link",2,4,3,3,0,0,1,4,1,0,0,0,0,0,0,2011-01-01,2011-01-01
"187","Ban","Coal","Coal","United Kingdom","GB","GBR",826,"United Kingdom (Supra-National)",1,0,2021,"2024","https://www.gov.uk/government/news/end-to-coal-power-brought-forward-to-october-2024",NA,NA,1,"Link","Link",2,4,3,3,0,0,1,4,1,0,0,0,0,0,0,2021-01-01,2021-01-01
"188","Ban","Oil & Gas",NA,"United States of America","US","USA",840,"United States of America (National)",1,0,1972,"ongoing","https://web.archive.org/web/20120508220037/http://www.epa.gov/aboutepa/history/topics/mprsa/",NA,NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,1972-01-01,1972-01-01
"189","Moratorium","Oil","Offshore","United States of America","US","USA",840,"United States of America (National)",1,0,2010,"2010","https://www.doi.gov/news/pressreleases/Salazar-Calls-for-New-Safety-Measures-for-Offshore-Oil-and-Gas-Operations-Orders-Six-Month-Moratorium-on-Deepwater-Drilling","http://www.pjstar.com/x1740775760/Judge-blocks-Gulf-offshore-drilling-moratorium","https://www.boem.gov/BOEM-2015-036/",1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2010-01-01,2010-01-01
"190","Ban","Coal",NA,"United States of America","US","USA",840,"United States of America (National)",1,0,2016,"ongoing","https://www.washingtonpost.com/news/energy-environment/wp/2016/01/14/obama-administration-set-to-announce-moratorium-on-some-new-federal-coal-leases/","https://www.nytimes.com/2016/01/15/us/politics/in-climate-move-obama-to-halt-new-coal-mining-leases-on-public-lands.html",NA,1,"Link","Link",4,84,23,64,0,0,6,68,1,6,4,1,0,1,0,2016-01-01,2016-01-01
"191","Ban","Gas","Shale","Uruguay","UY","URY",858,"Uruguay (National)",1,0,2017,"ongoing","https://legislativo.parlamento.gub.uy/temporales/D20172311038-012141286.pdf#page=","https://ejatlas.org/conflict/fracking-sobre-el-acuifero-guarani","https://www.eia.gov/analysis/studies/worldshalegas/pdf/overview.pdf",1,"Link","Link",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017-01-01,2017-01-01
"192","Moratorium","Coal","Coal","Viet Nam","VN","VNM",704,"Viet Nam (National)",1,0,2030,NA,"https://ukcop26.org/global-coal-to-clean-power-transition-statement/",NA,NA,1,"Link","Link",2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2030-01-01,2030-01-01
